{'hour': '05', 'app': '0.77', 'cin': '13', 'month': '04', 'second': '30', 'in': '20', 'date': '29', 'minute': '44', 'out': '7'}
{'hour': '02', 'app': '0.01', 'cin': '790', 'month': '05', 'second': '29', 'in': '890', 'date': '01', 'minute': '52', 'out': '100'}
{'hour': '03', 'app': '0.02', 'cin': '640', 'month': '05', 'second': '45', 'in': '740', 'date': '01', 'minute': '20', 'out': '100'}
{'hour': '03', 'app': '0.02', 'cin': '640', 'month': '05', 'second': '46', 'in': '740', 'date': '01', 'minute': '20', 'out': '100'}
{'hour': '03', 'app': '0.01', 'cin': '690', 'month': '05', 'second': '56', 'in': '790', 'date': '01', 'minute': '20', 'out': '100'}
{'hour': '03', 'app': '0.02', 'cin': '640', 'month': '05', 'second': '21', 'in': '740', 'date': '01', 'minute': '31', 'out': '100'}
{'hour': '07', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '17', 'in': '200', 'date': '01', 'minute': '47', 'out': '100'}
{'hour': '08', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '37', 'in': '200', 'date': '01', 'minute': '14', 'out': '100'}
{'hour': '09', 'app': '-1.85', 'cin': '-18', 'month': '05', 'second': '22', 'in': '0', 'date': '01', 'minute': '14', 'out': '18'}
{'hour': '09', 'app': '-1.85', 'cin': '-18', 'month': '05', 'second': '22', 'in': '0', 'date': '01', 'minute': '14', 'out': '18'}
{'hour': '09', 'app': '-1.24', 'cin': '-22', 'month': '05', 'second': '29', 'in': '0', 'date': '01', 'minute': '14', 'out': '22'}
{'hour': '09', 'app': '-1.24', 'cin': '-22', 'month': '05', 'second': '39', 'in': '0', 'date': '01', 'minute': '14', 'out': '22'}
{'hour': '09', 'app': '-0.77', 'cin': '-28', 'month': '05', 'second': '37', 'in': '0', 'date': '01', 'minute': '15', 'out': '28'}
{'hour': '09', 'app': '-0.42', 'cin': '-38', 'month': '05', 'second': '45', 'in': '0', 'date': '01', 'minute': '17', 'out': '38'}
{'hour': '09', 'app': '-0.42', 'cin': '-38', 'month': '05', 'second': '55', 'in': '0', 'date': '01', 'minute': '17', 'out': '38'}
{'hour': '09', 'app': '-0.42', 'cin': '-38', 'month': '05', 'second': '55', 'in': '0', 'date': '01', 'minute': '17', 'out': '38'}
{'hour': '09', 'app': '-0.42', 'cin': '-38', 'month': '05', 'second': '55', 'in': '0', 'date': '01', 'minute': '17', 'out': '38'}
{'hour': '09', 'app': '-0.30', 'cin': '-45', 'month': '05', 'second': '17', 'in': '0', 'date': '01', 'minute': '22', 'out': '45'}
{'hour': '09', 'app': '-0.19', 'cin': '-56', 'month': '05', 'second': '45', 'in': '0', 'date': '01', 'minute': '24', 'out': '56'}
{'hour': '10', 'app': '-0.05', 'cin': '-105', 'month': '05', 'second': '23', 'in': '0', 'date': '01', 'minute': '22', 'out': '105'}
{'hour': '10', 'app': '-0.05', 'cin': '-105', 'month': '05', 'second': '24', 'in': '0', 'date': '01', 'minute': '22', 'out': '105'}
{'hour': '10', 'app': '-0.05', 'cin': '-105', 'month': '05', 'second': '24', 'in': '0', 'date': '01', 'minute': '22', 'out': '105'}
{'hour': '10', 'app': '-0.05', 'cin': '-105', 'month': '05', 'second': '24', 'in': '0', 'date': '01', 'minute': '22', 'out': '105'}
{'hour': '10', 'app': '-0.05', 'cin': '-105', 'month': '05', 'second': '33', 'in': '0', 'date': '01', 'minute': '22', 'out': '105'}
{'hour': '10', 'app': '-0.05', 'cin': '-108', 'month': '05', 'second': '03', 'in': '0', 'date': '01', 'minute': '23', 'out': '108'}
{'hour': '10', 'app': '-0.05', 'cin': '-110', 'month': '05', 'second': '57', 'in': '0', 'date': '01', 'minute': '26', 'out': '110'}
{'hour': '10', 'app': '-0.04', 'cin': '-118', 'month': '05', 'second': '24', 'in': '0', 'date': '01', 'minute': '28', 'out': '118'}
{'hour': '10', 'app': '-0.04', 'cin': '-122', 'month': '05', 'second': '58', 'in': '0', 'date': '01', 'minute': '29', 'out': '122'}
{'hour': '10', 'app': '-0.03', 'cin': '-143', 'month': '05', 'second': '03', 'in': '0', 'date': '01', 'minute': '34', 'out': '143'}
{'hour': '10', 'app': '-0.02', 'cin': '-188', 'month': '05', 'second': '10', 'in': '0', 'date': '01', 'minute': '39', 'out': '188'}
{'hour': '10', 'app': '-1.13', 'cin': '-23', 'month': '05', 'second': '14', 'in': '0', 'date': '01', 'minute': '50', 'out': '23'}
{'hour': '11', 'app': '-0.40', 'cin': '-25', 'month': '05', 'second': '50', 'in': '0', 'date': '01', 'minute': '02', 'out': '25'}
{'hour': '11', 'app': '-0.71', 'cin': '-29', 'month': '05', 'second': '27', 'in': '0', 'date': '01', 'minute': '19', 'out': '29'}
{'hour': '11', 'app': '-0.71', 'cin': '-29', 'month': '05', 'second': '27', 'in': '0', 'date': '01', 'minute': '19', 'out': '29'}
{'hour': '11', 'app': '-0.71', 'cin': '-29', 'month': '05', 'second': '28', 'in': '0', 'date': '01', 'minute': '19', 'out': '29'}
{'hour': '11', 'app': '-0.71', 'cin': '-29', 'month': '05', 'second': '28', 'in': '0', 'date': '01', 'minute': '19', 'out': '29'}
{'hour': '11', 'app': '-0.67', 'cin': '-30', 'month': '05', 'second': '04', 'in': '0', 'date': '01', 'minute': '23', 'out': '30'}
{'hour': '11', 'app': '-0.49', 'cin': '-35', 'month': '05', 'second': '28', 'in': '0', 'date': '01', 'minute': '23', 'out': '35'}
{'hour': '11', 'app': '-0.49', 'cin': '-35', 'month': '05', 'second': '46', 'in': '0', 'date': '01', 'minute': '24', 'out': '35'}
{'hour': '11', 'app': '-0.28', 'cin': '-46', 'month': '05', 'second': '05', 'in': '0', 'date': '01', 'minute': '27', 'out': '46'}
{'hour': '11', 'app': '-0.11', 'cin': '-74', 'month': '05', 'second': '55', 'in': '0', 'date': '01', 'minute': '45', 'out': '74'}
{'hour': '11', 'app': '-0.06', 'cin': '-97', 'month': '05', 'second': '17', 'in': '0', 'date': '01', 'minute': '58', 'out': '97'}
{'hour': '12', 'app': '-0.06', 'cin': '-98', 'month': '05', 'second': '19', 'in': '0', 'date': '01', 'minute': '00', 'out': '98'}
{'hour': '12', 'app': '-0.04', 'cin': '-126', 'month': '05', 'second': '25', 'in': '0', 'date': '01', 'minute': '35', 'out': '126'}
{'hour': '12', 'app': '-0.03', 'cin': '-137', 'month': '05', 'second': '59', 'in': '0', 'date': '01', 'minute': '39', 'out': '137'}
{'hour': '16', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '54', 'in': '200', 'date': '01', 'minute': '58', 'out': '100'}
{'hour': '16', 'app': '0.05', 'cin': '190', 'month': '05', 'second': '59', 'in': '290', 'date': '01', 'minute': '58', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '09', 'in': '200', 'date': '04', 'minute': '07', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '09', 'in': '200', 'date': '04', 'minute': '07', 'out': '100'}
{'hour': '15', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '16', 'in': '200', 'date': '04', 'minute': '14', 'out': '100'}
{'hour': '15', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '50', 'in': '200', 'date': '04', 'minute': '14', 'out': '100'}
{'hour': '15', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '00', 'in': '200', 'date': '04', 'minute': '15', 'out': '100'}
{'hour': '15', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '02', 'in': '200', 'date': '04', 'minute': '15', 'out': '100'}
{'hour': '15', 'app': '0.06', 'cin': '170', 'month': '05', 'second': '16', 'in': '270', 'date': '04', 'minute': '15', 'out': '100'}
{'hour': '15', 'app': '0.00', 'cin': '2170', 'month': '05', 'second': '54', 'in': '2270', 'date': '04', 'minute': '16', 'out': '100'}
{'hour': '15', 'app': '0.00', 'cin': '2150', 'month': '05', 'second': '16', 'in': '2250', 'date': '04', 'minute': '17', 'out': '100'}
{'hour': '15', 'app': '0.00', 'cin': '2150', 'month': '05', 'second': '16', 'in': '2250', 'date': '04', 'minute': '17', 'out': '100'}
{'hour': '20', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '35', 'in': '200', 'date': '04', 'minute': '08', 'out': '100'}
{'hour': '11', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '09', 'in': '200', 'date': '05', 'minute': '10', 'out': '100'}
{'hour': '11', 'app': '0.05', 'cin': '190', 'month': '05', 'second': '33', 'in': '290', 'date': '05', 'minute': '10', 'out': '100'}
{'hour': '11', 'app': '0.05', 'cin': '190', 'month': '05', 'second': '33', 'in': '290', 'date': '05', 'minute': '10', 'out': '100'}
{'hour': '11', 'app': '0.00', 'cin': '2690', 'month': '05', 'second': '22', 'in': '2790', 'date': '05', 'minute': '26', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '32', 'in': '200', 'date': '05', 'minute': '40', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '37', 'in': '200', 'date': '05', 'minute': '40', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '43', 'in': '200', 'date': '05', 'minute': '40', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '52', 'in': '200', 'date': '05', 'minute': '40', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '32', 'in': '200', 'date': '05', 'minute': '42', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '17', 'in': '200', 'date': '05', 'minute': '43', 'out': '100'}
{'hour': '14', 'app': '0.10', 'cin': '100', 'month': '05', 'second': '26', 'in': '200', 'date': '05', 'minute': '43', 'out': '100'}
{'hour': '15', 'app': '-0.00', 'cin': '49', 'month': '05', 'second': '22', 'in': '49', 'date': '05', 'minute': '14', 'out': '0'}
{'hour': '15', 'app': '-0.04', 'cin': '68', 'month': '05', 'second': '02', 'in': '68', 'date': '05', 'minute': '22', 'out': '0'}
{'hour': '15', 'app': '-0.04', 'cin': '73', 'month': '05', 'second': '22', 'in': '73', 'date': '05', 'minute': '30', 'out': '0'}
{'hour': '15', 'app': '-0.04', 'cin': '75', 'month': '05', 'second': '43', 'in': '75', 'date': '05', 'minute': '31', 'out': '0'}
{'hour': '15', 'app': '-0.03', 'cin': '76', 'month': '05', 'second': '48', 'in': '76', 'date': '05', 'minute': '33', 'out': '0'}
{'hour': '15', 'app': '-0.03', 'cin': '81', 'month': '05', 'second': '54', 'in': '81', 'date': '05', 'minute': '45', 'out': '0'}
{'hour': '15', 'app': '-0.03', 'cin': '84', 'month': '05', 'second': '22', 'in': '84', 'date': '05', 'minute': '49', 'out': '0'}
{'hour': '16', 'app': '-0.03', 'cin': '88', 'month': '05', 'second': '13', 'in': '88', 'date': '05', 'minute': '00', 'out': '0'}
{'hour': '16', 'app': '-0.02', 'cin': '100', 'month': '05', 'second': '50', 'in': '100', 'date': '05', 'minute': '06', 'out': '0'}
{'hour': '16', 'app': '-0.02', 'cin': '103', 'month': '05', 'second': '57', 'in': '103', 'date': '05', 'minute': '10', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '120', 'month': '05', 'second': '39', 'in': '120', 'date': '05', 'minute': '18', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '123', 'month': '05', 'second': '50', 'in': '123', 'date': '05', 'minute': '18', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '128', 'month': '05', 'second': '38', 'in': '128', 'date': '05', 'minute': '19', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '137', 'month': '05', 'second': '51', 'in': '137', 'date': '05', 'minute': '21', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '160', 'month': '05', 'second': '31', 'in': '160', 'date': '05', 'minute': '39', 'out': '0'}
{'hour': '16', 'app': '-0.01', 'cin': '160', 'month': '05', 'second': '34', 'in': '160', 'date': '05', 'minute': '39', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '161', 'month': '05', 'second': '55', 'in': '161', 'date': '05', 'minute': '11', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '166', 'month': '05', 'second': '58', 'in': '166', 'date': '05', 'minute': '14', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '169', 'month': '05', 'second': '02', 'in': '169', 'date': '05', 'minute': '17', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '169', 'month': '05', 'second': '10', 'in': '169', 'date': '05', 'minute': '17', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '175', 'month': '05', 'second': '45', 'in': '175', 'date': '05', 'minute': '22', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '176', 'month': '05', 'second': '15', 'in': '176', 'date': '05', 'minute': '26', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '186', 'month': '05', 'second': '47', 'in': '186', 'date': '05', 'minute': '32', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '189', 'month': '05', 'second': '57', 'in': '189', 'date': '05', 'minute': '32', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '197', 'month': '05', 'second': '07', 'in': '197', 'date': '05', 'minute': '34', 'out': '0'}
{'hour': '17', 'app': '-0.01', 'cin': '197', 'month': '05', 'second': '12', 'in': '197', 'date': '05', 'minute': '34', 'out': '0'}
